,filename,candidates,choices,gamma,og_irv,og_condorcet,og_plurality,Bvote_free_irv,Bvote_free_condorcet,Bvote_free_plurality,Tvote_free_irv,Tvote_free_condorcet,Tvote_free_plurality,bullet_votes,voluntarily_truncated_votes,total_votes,level
207,NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,6,5,0.73084438,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,,,,14123,,39401,LOCAL
208,NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,12,5,0.58662874,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,,,,6064,,23214,LOCAL
209,NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,4,5,0.7518816,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,4835,7680,11692,LOCAL
210,NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,13,5,0.52576035,Kristin Richardson Jordan,Kristin Richardson Jordan,Bill Perkins,Kristin Richardson Jordan,Kristin Richardson Jordan,Kristin Richardson Jordan,,,,5963,,25679,LOCAL
211,NewYorkCity_06222021_DEMMayorCitywide.csv,13,5,0.46266127,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,-1,Eric L. Adams,,,,127422,,944261,LOCAL
212,NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,3,4,0.89846742,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,459281,553388,814832,LOCAL
213,NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,4,5,0.84187448,Vito Fossella,Vito Fossella,Vito Fossella,Steven Matteo,Steven Matteo,Vito Fossella,Steven Matteo,Steven Matteo,Steven Matteo,7537,14612,19611,LOCAL
214,NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,5,5,0.77151197,David M. Carr,David M. Carr,Marko Kepi,David M. Carr,David M. Carr,David M. Carr,David M. Carr,David M. Carr,David M. Carr,4101,6846,8565,LOCAL
215,Oakland_04152025_CityCouncilD2.csv,6,5,0.778447387,CHARLENE WANG,CHARLENE WANG,CHARLENE WANG,CHARLENE WANG,CHARLENE WANG,CHARLENE WANG,,,,3589,,12611,LOCAL
216,Oakland_04152025_Mayor.csv,10,5,0.793965225,BARBARA LEE,BARBARA LEE,BARBARA LEE,BARBARA LEE,BARBARA LEE,BARBARA LEE,,,,37167,,94552,LOCAL
217,Oakland_11022010_CityCouncilDistrict4.csv,7,3,0.84913939,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,,,4040,,20973,LOCAL
218,Oakland_11022010_CityCouncilDistrict6.csv,3,3,0.82001865,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,3908,5993,12868,LOCAL
219,Oakland_11022010_Mayor.csv,10,3,0.76874489,JEAN QUAN,JEAN QUAN,DON PERATA,JEAN QUAN,JEAN QUAN,DON PERATA,,,,17516,,119686,LOCAL
220,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,3,5,0.87749738,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,DERRECK B. JOHNSON,DERRECK B. JOHNSON,DERRECK B. JOHNSON,DERRECK B. JOHNSON,DERRECK B. JOHNSON,DERRECK B. JOHNSON,52533,83734,185694,LOCAL
221,Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,3,5,0.86912441,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,9846,17204,36890,LOCAL
222,Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,6,5,0.56154072,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,,,,8587,,30817,LOCAL
223,Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,3,5,0.85295111,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,4599,7226,17756,LOCAL
224,Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,5,5,0.48581758,TREVA REID,TREVA REID,TREVA REID,TREVA REID,TREVA REID,TREVA REID,TREVA REID,TREVA REID,TREVA REID,4487,10109,19637,LOCAL
225,Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,3,5,0.93672061,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,7857,16605,34482,LOCAL
226,Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,5,5,0.56536484,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,5362,17008,28601,LOCAL
227,Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,4,5,0.66021454,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,4694,8023,17152,LOCAL
228,Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,5,5,0.52102715,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,4345,9068,18381,LOCAL
229,Oakland_11042014_CityCouncilDistrict2.csv,5,3,0.84237289,ABEL GUILLEN,ABEL GUILLEN,ABEL GUILLEN,ABEL GUILLEN,ABEL GUILLEN,ABEL GUILLEN,,,,3315,,13570,LOCAL
230,Oakland_11042014_CityCouncilDistrict4.csv,3,3,0.93248659,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,5724,9830,17715,LOCAL
231,Oakland_11042014_CityCouncilDistrict6.csv,5,3,0.88463604,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,SHEREDA F. NOSAKHARE,SHEREDA F. NOSAKHARE,DESLEY BROOKS,,,,3470,,11182,LOCAL
232,Oakland_11042014_Mayor.csv,16,3,0.78096467,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,,,15068,,102294,LOCAL
233,Oakland_11042014_SchoolDirectorDistrict4.csv,4,3,0.85415119,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,,,,4165,,16140,LOCAL
234,Oakland_11052024_CityCouncilD1.csv,3,5,0.968248151,ZAC UNGER,ZAC UNGER,ZAC UNGER,ZAC UNGER,ZAC UNGER,ZAC UNGER,ZAC UNGER,ZAC UNGER,ZAC UNGER,14033,20439,30014,LOCAL
235,Oakland_11052024_CityCouncilD3.csv,6,5,0.684937378,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,,,,7678,,20999,LOCAL
236,Oakland_11052024_CityCouncilD5.csv,3,5,0.861844683,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,4678,7008,12761,LOCAL
237,Oakland_11052024_CityCouncilD7.csv,4,5,0.692809978,KEN HOUSTON,KEN HOUSTON,KEN HOUSTON,KEN HOUSTON,KEN HOUSTON,KEN HOUSTON,KEN HOUSTON,KEN HOUSTON,KEN HOUSTON,3706,7679,13630,LOCAL
238,Oakland_11052024_CityCouncil_AtLarge.csv,10,5,0.557338143,ROWENA BROWN,ROWENA BROWN,ROWENA BROWN,CHARLENE WANG,CHARLENE WANG,ROWENA BROWN,,,,28691,,147476,LOCAL
239,Oakland_11062012_CityCouncilAtLarge.csv,5,3,0.84562898,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,,,43324,,144360,LOCAL
240,Oakland_11062012_CityCouncilDistrict1.csv,7,3,0.8123908,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,,,,6263,,28618,LOCAL
241,Oakland_11062012_CityCouncilDistrict3.csv,6,3,0.80553412,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,SEAN SULLIVAN,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,SEAN SULLIVAN,,,,4687,,22045,LOCAL
242,Oakland_11062012_CityCouncilDistrict5.csv,4,3,0.89043522,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,,,,3724,,11281,LOCAL
243,Oakland_11062012_CityCouncilDistrict7.csv,3,3,0.89814013,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,5757,8027,15001,LOCAL
244,Oakland_11062012_SchoolDirectorDistrict3.csv,3,3,0.81978351,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,6747,10458,20603,LOCAL
245,Oakland_11062018_CityCouncilDistrict2.csv,3,3,0.9486838,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,6907,12514,21007,LOCAL
246,Oakland_11062018_CityCouncilDistrict4.csv,7,3,0.80497748,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,,,,5136,,25274,LOCAL
247,Oakland_11062018_CityCouncilDistrict6.csv,5,3,0.84193766,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,,,,3998,,17898,LOCAL
248,Oakland_11062018_Mayor.csv,10,3,0.79799885,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,,,43774,,159207,LOCAL
249,Oakland_11082016_CityCouncilDistrict7.csv,3,3,0.87876093,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,5469,8162,15754,LOCAL
250,Oakland_11082016_CouncilAtLrg.csv,5,3,0.81871897,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,,,39221,,160607,LOCAL
251,Oakland_11082016_SchoolDirectorDistrict3.csv,5,3,0.85838729,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,KHARYSHI ''MS. K'' WIGINTON,KHARYSHI ''MS. K'' WIGINTON,JUMOKE HINTON HODGE,,,,6294,,22385,LOCAL
252,Oakland_11082016_SchoolDirectorDistrict5.csv,4,3,0.9077419,ROSIE TORRES,ROSIE TORRES,HUBER TRENADO,ROSIE TORRES,ROSIE TORRES,HUBER TRENADO,,,,4358,,13343,LOCAL
253,Oakland_11082022_CityCouncilmemberDistrict6.csv,4,5,0.65778106,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,5182,9348,14818,LOCAL
254,Oakland_11082022_Mayor.csv,10,5,0.50684404,SHENG THAO,SHENG THAO,LOREN MANUEL TAYLOR,SHENG THAO,SHENG THAO,LOREN MANUEL TAYLOR,,,,18543,,127556,LOCAL
255,Oakland_11082022_Schoolboarddistrict2.csv,3,5,0.96251905,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,4509,8344,15101,LOCAL
256,Oakland_11082022_Schoolboarddistrict4.csv,3,5,0.8615576,MIKE HUTCHINSON,-1,NICK RESNICK,PECOLIA MANIGO,PECOLIA MANIGO,PECOLIA MANIGO,NICK RESNICK,NICK RESNICK,NICK RESNICK,7928,14837,26502,LOCAL
257,Oakland_11082022_Schoolboarddistrict6.csv,3,5,0.92019266,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,4331,7440,14535,LOCAL
258,Payson_11052019_CityCouncil.csv,5,5,0.36944342,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,145,753,2677,LOCAL
259,PierceCounty_11032009_CountyAuditor.csv,3,3,0.88539588,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,48846,75975,153162,LOCAL
260,PierceCounty_11042008_CountyAssessorTreasurer.csv,6,3,0.82307887,Dale Washam,Dale Washam,Dale Washam,Dale Washam,-1,Dale Washam,,,,82627,,261772,LOCAL
261,PierceCounty_11042008_CountyCouncilDistrict2.csv,3,3,0.89207715,Joyce McDonald,Joyce McDonald,Joyce McDonald,Al Rose,Al Rose,Al Rose,Al Rose,Al Rose,Joyce McDonald,16244,23170,39973,LOCAL
262,PierceCounty_11042008_CountyExecutiveMember.csv,4,3,0.88586694,Pat McCarthy,Pat McCarthy,Shawn Bunney,Pat McCarthy,Pat McCarthy,Pat McCarthy,,,,92200,,299107,LOCAL
263,PortlandME_11052024_CityCouncilAtLarge.csv,6,6,0.737349183,"Grant, Benjamin K.","Grant, Benjamin K.","Grant, Benjamin K.","Grant, Benjamin K.","Grant, Benjamin K.","Falero, Jessica M.","Falero, Jessica M.","Falero, Jessica M.","Falero, Jessica M.",10755,33307,33733,LOCAL
264,PortlandME_11052024_CityCouncilDistrict2.csv,6,6,0.706543191,"Pelletier, Wesley K.","Pelletier, Wesley K.","Pelletier, Wesley K.","Pelletier, Wesley K.","Pelletier, Wesley K.","Pelletier, Wesley K.","Boykin, Atiim B.","Boykin, Atiim B.","Boykin, Atiim B.",1986,6524,6587,LOCAL
265,PortlandOR_11052024_Mayor.csv,21,6,0.566948313,Keith.Wilson,Keith.Wilson,Keith.Wilson,Keith.Wilson,Keith.Wilson,Keith.Wilson,,,,46611,,309963,LOCAL
266,Portland_06082021_charter_commission_at_large.csv,11,11,0.36282882,"Chann, Marpheen S.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.",726,8220,8781,LOCAL
267,Portland_06142022_SchoolboardAL-1.csv,7,7,0.70138186,"Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.",732,7315,8901,LOCAL
268,Portland_06142022_SchoolboardAL.csv,29,7,0.54807907,"Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.",,,,735,,8902,LOCAL
269,Portland_06142022_Schoolboarddistrict5-1.csv,6,5,0.83700669,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",,,,714,,1951,LOCAL
270,Portland_06142022_Schoolboarddistrict5.csv,14,5,0.83435899,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",,,,712,,1950,LOCAL
271,Portland_11082022_SchoolBoardDistrict3.csv,3,3,0.94852823,"Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.",2332,3459,6217,LOCAL
272,RedondoBeach_03042025_CityCouncilD1.csv,3,6,0.924395947,BRAD WALLER,BRAD WALLER,BRAD WALLER,BRAD WALLER,BRAD WALLER,BRAD WALLER,BRAD WALLER,BRAD WALLER,BRAD WALLER,1028,1504,2566,LOCAL
273,RedondoBeach_03042025_Mayor.csv,5,6,0.621120806,JAMES A LIGHT,JAMES A LIGHT,JAMES A LIGHT,JAMES A LIGHT,JAMES A LIGHT,JAMES A LIGHT,JAMES A LIGHT,JAMES A LIGHT,JAMES A LIGHT,2563,6949,11117,LOCAL
274,SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,3,3,0.94536442,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,10926,20440,33275,LOCAL
275,SanFrancisco_06052018_Mayor.csv,8,3,0.80451715,LONDON BREED,LONDON BREED,LONDON BREED,MARK LENO,MARK LENO,LONDON BREED,,,,36667,,251398,LOCAL
276,SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,8,3,0.77463758,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,,,,4397,,23176,LOCAL
277,SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,5,3,0.80326492,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,,,,11390,,34488,LOCAL
278,SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,4,3,0.83628643,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,,,,7162,,25905,LOCAL
279,SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,22,3,0.76578653,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,,,,3903,,35109,LOCAL
280,SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,13,3,0.78712982,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,,,,5256,,31639,LOCAL
281,SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,6,3,0.82237238,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,,,,4178,,24861,LOCAL
282,SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,21,3,0.79812181,MALIA COHEN,MALIA COHEN,LYNETTE SWEET,MALIA COHEN,MALIA COHEN,TONY KELLY,,,,4239,,17996,LOCAL
283,SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,6,3,0.86494553,MARK FARRELL,MARK FARRELL,JANET REILLY,MARK FARRELL,MARK FARRELL,MARK FARRELL,,,,9482,,24131,LOCAL
284,SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,14,3,0.84653467,JANE KIM,JANE KIM,JANE KIM,JANE KIM,JANE KIM,JANE KIM,,,,5739,,21210,LOCAL
285,SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,4,3,0.85572112,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,,,,9705,,34967,LOCAL
286,SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,3,3,0.87565851,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,8716,12226,16704,LOCAL
287,SanFrancisco_11032015_Mayor.csv,6,3,0.84583563,ED LEE,ED LEE,ED LEE,FRANCISCO HERRERA,AMY FARAH WEISS,ED LEE,,,,86893,,190005,LOCAL
288,SanFrancisco_11032015_Sheriff.csv,3,3,0.96370304,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,95000,132720,185911,LOCAL
289,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,7,7,0.51334959,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,MARJAN PHILHOUR,MARJAN PHILHOUR,MARJAN PHILHOUR,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,8136,23968,36106,LOCAL
290,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,4,3,0.88461047,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,,,,6214,,31398,LOCAL
291,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,4,4,0.6955229,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,6827,13394,28925,LOCAL
292,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,4,4,0.61063278,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,8445,21048,41814,LOCAL
293,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,7,7,0.48105186,MYRNA MELGAR,MYRNA MELGAR,JOEL ENGARDIO,MYRNA MELGAR,MYRNA MELGAR,JOEL ENGARDIO,MYRNA MELGAR,MYRNA MELGAR,JOEL ENGARDIO,4320,25954,39397,LOCAL
294,SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,9,3,0.81319368,ERIC MAR,ERIC MAR,ERIC MAR,SUE LEE,SUE LEE,SUE LEE,,,,7244,,28832,LOCAL
295,SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,9,3,0.78004187,JOHN AVALOS,JOHN AVALOS,JOHN AVALOS,JOHN AVALOS,JOHN AVALOS,JOHN AVALOS,,,,5316,,24832,LOCAL
296,SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,9,3,0.81135118,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,,,,4758,,27310,LOCAL
297,SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,3,3,0.8553521,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,9412,14277,29437,LOCAL
298,SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,3,3,0.85405087,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,14116,17986,35622,LOCAL
299,SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,3,3,0.91195416,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,13979,16706,31052,LOCAL
300,SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,7,3,0.80688435,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,,,,4107,,26611,LOCAL
301,SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,5,3,0.8914212,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,,,,5180,,15445,LOCAL
302,SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,7,3,0.816966,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,,,,5495,,28787,LOCAL
303,SanFrancisco_11052019_DistrictAttorney.csv,4,4,0.75159866,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,SUZY LOFTUS,SUZY LOFTUS,CHESA BOUDIN,CHESA BOUDIN,-1,CHESA BOUDIN,77146,133748,193445,LOCAL
304,SanFrancisco_11052019_Mayor.csv,7,6,0.72170931,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,,,,91697,,179909,LOCAL
305,SanFrancisco_11052019_MemberBoardofSupervisorsDistrict5.csv,4,4,0.83989537,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,VALLIE BROWN,11362,18188,23697,LOCAL
306,SanFrancisco_11052024_BoS_D1.csv,5,5,0.839089526,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,MARJAN PHILHOUR,MARJAN PHILHOUR,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,16965,30717,35498,LOCAL
307,SanFrancisco_11052024_BoS_D11.csv,7,7,0.716041004,CHYANNE CHEN,CHYANNE CHEN,MICHAEL LAI,CHYANNE CHEN,CHYANNE CHEN,CHYANNE CHEN,MICHAEL LAI,MICHAEL LAI,MICHAEL LAI,7122,23400,27997,LOCAL
308,SanFrancisco_11052024_BoS_D3.csv,6,6,0.723188557,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,SHARON LAI,SHARON LAI,DANNY SAUTER,SHARON LAI,SHARON LAI,DANNY SAUTER,7921,24402,28803,LOCAL
309,SanFrancisco_11052024_BoS_D5.csv,5,5,0.795634921,BILAL MAHMOOD,BILAL MAHMOOD,DEAN PRESTON,BILAL MAHMOOD,BILAL MAHMOOD,BILAL MAHMOOD,BILAL MAHMOOD,BILAL MAHMOOD,DEAN PRESTON,12495,24939,29736,LOCAL
